"","POPULATION_CU","POPULATION","POP_ID","SPECIES","Y_LAT","X_LONGT","CU_NAME","CU_ACRO","FULL_CU_IN","cuid","IS_INDICATOR","REGION","year_start","year_final","START_SPAWN_DT","nYears_START_SPAWN_DT","nYearsOutside_START_SPAWN_DT","PEAK_SPAWN_DT","nYears_PEAK_SPAWN_DT","nYearsOutside_PEAK_SPAWN_DT","END_SPAWN_DT","nYears_END_SPAWN_DT","nYearsOutside_END_SPAWN_DT","DQ_START","DQ_PEAK","DQ_END"
"83","Allardyce Creek (Alert Bay) Coho Run 1_CO-12","Allardyce Creek (Alert Bay) Coho Run 1",51082,"Coho",50.8820884485607,-126.829267550485,"SOUTHERN COASTAL STREAMS-QUEEN CHARLOTTE STRAIT-JOHNSTONE STRAIT-SOUTHERN FJORDS","SC+SFj","CO-12",909,"N","Vancouver Island & Mainland Inlets",1930,2000,260.478260869565,23,14,280.25,22,14,298.886363636364,22,14,1,1,1
"84","Alouette River (Coquitlam) Chum Run 2_NA","Alouette River (Coquitlam) Chum Run 2",297,"Chum",NA,NA,NA,NA,NA,NA,NA,NA,2004,2004,NA,0,0,NA,0,0,336,1,1,3,3,3
"85","Alouette River (Coquitlam) Chum_CM-2","Alouette River (Coquitlam) Chum",47925,"Chum",49.2645430418486,-122.708836549192,"LOWER FRASER","LFR","CM-2",701,"N","Fraser",1953,2015,283.40243902439,41,15,302.654761904762,42,16,331.30612244898,49,23,1,1,1
"86","Alouette River (Coquitlam) Coho_CO-47","Alouette River (Coquitlam) Coho",47923,"Coho",49.2645430418486,-122.708836549192,"LOWER FRASER","LFR","CO-47",750,"N","Fraser",1953,1997,302.9125,40,15,327.705128205128,39,14,362.425,40,15,1,1,1
"87","Alouette River (Coquitlam) Late Sockeye_SEL-03-07","Alouette River (Coquitlam) Late Sockeye",47922,"Sockeye",49.2645430418486,-122.708836549192,"ALOUETTE_EARLY SUMMER<<EXTIRPATED>>","Alouette-ES","SEL-03-07",NA,"N","Fraser",1985,1985,NA,0,0,309.5,1,1,NA,0,0,3,3,3
"88","Alouette River (Coquitlam) Pink_PKO-1","Alouette River (Coquitlam) Pink",47924,"Pink",49.2645430418486,-122.708836549192,"FRASER RIVER","FR","PKO-1",710,"N","Fraser",1957,1991,293.2,5,4,306,5,4,325.2,5,4,2,2,2
"89","Alpha Creek (Grenville Principe) Chum_CM-26","Alpha Creek (Grenville Principe) Chum",44283,"Chum",53.8627375273634,-130.279332153302,"SKEENA ESTUARY","SKEST","CM-26",220,"N","Skeena",1953,2006,245.777777777778,18,17,256.529411764706,17,16,275.666666666667,18,17,2,2,2
"90","Alpha Creek (Grenville Principe) Coho_CO-27","Alpha Creek (Grenville Principe) Coho",44281,"Coho",53.8627375273634,-130.279332153302,"HECATE STRAIT MAINLAND","HecLow+HStr","CO-27",520,"N","Central Coast",1953,2011,254.604166666667,24,17,271.130434782609,23,17,287.854166666667,24,17,1,1,1
"91","Alpha Creek (Grenville Principe) Pink_PKE-7","Alpha Creek (Grenville Principe) Pink",44282,"Pink",53.8627375273634,-130.279332153302,"NASS-SKEENA ESTUARY","NSKEst","PKE-7",219,"Y","Skeena",1954,2022,243.903225806452,31,22,258.035714285714,28,19,275.534482758621,29,19,1,1,1
"92","Alpha Creek (Grenville Principe) Pink_PKO-14","Alpha Creek (Grenville Principe) Pink",44282,"Pink",53.8627375273634,-130.279332153302,"NASS-SKEENA ESTUARY","NSKEst","PKO-14",223,"Y","Skeena",1953,2022,244.928571428571,35,25,258.911764705882,34,24,275.59375,32,21,1,1,1
"93","Alvin Creek (Grenville Principe) Chum_CM-18","Alvin Creek (Grenville Principe) Chum",52493,"Chum",53.8059372663455,-129.848630839345,"HECATE LOWLANDS","NCC-coastal","CM-18",506,"N","Central Coast",2018,2021,NA,0,0,NA,0,0,237.5,1,1,3,3,3
"94","Alvin Creek (Grenville Principe) Coho_CO-27","Alvin Creek (Grenville Principe) Coho",52491,"Coho",53.8059372663455,-129.848630839345,"HECATE STRAIT MAINLAND","HecLow+HStr","CO-27",520,"N","Central Coast",2015,2018,268.5,1,1,NA,0,0,NA,0,0,3,3,3
"95","Alvin Creek (Grenville Principe) Pink_NA","Alvin Creek (Grenville Principe) Pink",52492,"Pink",NA,NA,NA,NA,NA,NA,NA,NA,2016,2021,254,2,2,259,2,2,274,2,2,3,3,3
"96","Alwyn Creek (Terrace) Chinook_CK-48","Alwyn Creek (Terrace) Chinook",48588,"Chinook",54.4647217550998,-128.74070992979,"LOWER SKEENA","LSK","CK-48",210,"N","Skeena",1980,1980,228,1,1,259,1,0,259,1,0,3,2,2
"97","Alwyn Creek (Terrace) Coho_CO-32","Alwyn Creek (Terrace) Coho",48585,"Coho",54.4647217550998,-128.74070992979,"LOWER SKEENA","LSKNA","CO-32",202,"N","Skeena",1970,1986,289.5,16,15,317.75,16,7,346.8125,16,7,2,1,1
"98","Amai Creek (Kyuquot) Pink Run 1_PKE-2","Amai Creek (Kyuquot) Pink Run 1",41839,"Pink",50.0234809798922,-127.077284763498,"WEST VANCOUVER ISLAND","WVI","PKE-2",918,"N","Vancouver Island & Mainland Inlets",1954,1976,260.5,2,2,266,2,2,290.666666666667,3,3,3,3,3
"99","Amai Creek (Kyuquot) Pink Run 1_PKO-6","Amai Creek (Kyuquot) Pink Run 1",41839,"Pink",50.0234809798922,-127.077284763498,"WEST VANCOUVER ISLAND","WVI","PKO-6",925,"N","Vancouver Island & Mainland Inlets",1977,1983,258,1,1,265,1,0,272,1,0,3,2,2
"100","Amai Creek (Kyuquot) Steelhead_NA","Amai Creek (Kyuquot) Steelhead",2889,"Steelhead",NA,NA,NA,NA,NA,NA,NA,NA,2001,2001,288.5,1,1,288.5,1,1,NA,0,0,3,3,3
"101","Amai Creek Chinook_CK-32","Amai Creek Chinook",41843,"Chinook",50.0234809798922,-127.077284763498,"WEST VANCOUVER ISLAND-NOOTKA AND KYUQUOT_FA_0.x","NoKy","CK-32",329,"N","Vancouver Island & Mainland Inlets",1955,1998,257.5625,8,5,280.5,4,3,297.4375,8,5,2,2,2
"102","Amai Creek Chum_CM-10","Amai Creek Chum",41841,"Chum",50.0234809798922,-127.077284763498,"SOUTHWEST VANCOUVER ISLAND","SWVI","CM-10",978,"N","Vancouver Island & Mainland Inlets",1953,2001,282.609756097561,41,35,298.945945945946,37,30,324.615384615385,39,31,1,1,1
"103","Amai Creek Coho_CO-17","Amai Creek Coho",41837,"Coho",50.0234809798922,-127.077284763498,"WEST VANCOUVER ISLAND","WVI","CO-17",914,"N","Vancouver Island & Mainland Inlets",1953,2001,281.839285714286,28,23,308.615384615385,26,21,337.944444444444,27,21,1,1,1
"104","Amai Creek Sockeye_SER-10","Amai Creek Sockeye",41835,"Sockeye",50.0234809798922,-127.077284763498,"WEST VANCOUVER ISLAND","WVI","SER-10",972,"N","Vancouver Island & Mainland Inlets",1983,1998,289.5,3,3,303.833333333333,3,3,321.166666666667,3,3,3,3,3
"105","Amback Creek (Rivers Inlet) Chinook_CK-37","Amback Creek (Rivers Inlet) Chinook",51614,"Chinook",51.6974753678944,-127.042913504557,"RIVERS INLET","RI","CK-37",510,"N","Central Coast",1981,2004,250.75,8,8,258.25,8,8,278.388888888889,9,9,3,3,3
"106","Amback Creek (Rivers Inlet) Chum_CM-13","Amback Creek (Rivers Inlet) Chum",51613,"Chum",51.6974753678944,-127.042913504557,"RIVERS INLET","RIVERS","CM-13",501,"N","Central Coast",1979,2007,253,9,9,267.4,10,10,288.416666666667,12,12,3,3,3
"107","Amback Creek (Rivers Inlet) Coho_CO-21","Amback Creek (Rivers Inlet) Coho",51611,"Coho",51.6974753678944,-127.042913504557,"RIVERS INLET","Rivers","CO-21",517,"N","Central Coast",1966,2007,286.538461538462,13,8,310.461538461538,13,8,342.153846153846,13,8,1,1,1
"108","Amback Creek (Rivers Inlet) Pink_PKE-6","Amback Creek (Rivers Inlet) Pink",51612,"Pink",51.6974753678944,-127.042913504557,"HECATE STRAIT-FJORDS","HStr-Fj","PKE-6",609,"N","Central Coast",1966,2006,234.65,10,6,256.272727272727,11,7,267.95,10,6,2,2,2
"109","Amback Creek (Rivers Inlet) Pink_PKO-8","Amback Creek (Rivers Inlet) Pink",51612,"Pink",51.6974753678944,-127.042913504557,"HOMATHKO-KLINAKLINI-SMITH-RIVERS-BELLA COOLA-DEAN","HK_RSI_BCD","PKO-8",610,"N","Vancouver Island & Mainland Inlets",1963,2007,235.769230769231,13,12,253.866666666667,15,14,270.642857142857,14,13,2,2,2
"110","Amback Creek (Rivers Inlet) Sockeye_SEL-15-03","Amback Creek (Rivers Inlet) Sockeye",51610,"Sockeye",51.6974753678944,-127.042913504557,"OWIKENO-LATE TIMING","Owikeno-Late","SEL-15-03",NA,"Y","Central Coast",1953,2022,260.908163265306,49,41,288.65625,48,39,310.366666666667,45,36,1,1,1
"111","American Bay Creek (Lower Nass) Coho_CO-31","American Bay Creek (Lower Nass) Coho",45637,"Coho",54.6018651049041,-130.753301622371,"SKEENA ESTUARY","SKEst","CO-31",225,"N","Skeena",1981,1981,NA,0,0,NA,0,0,NA,0,0,3,3,3
"112","American Bay Creek (Lower Nass) Pink_PKE-7","American Bay Creek (Lower Nass) Pink",45638,"Pink",54.6018651049041,-130.753301622371,"NASS-SKEENA ESTUARY","NSKEst","PKE-7",219,"N","Skeena",1978,2002,248.25,2,1,258.333333333333,3,1,273.666666666667,3,1,2,2,2
"113","American Creek (Chilliwack) Chum_CM-9004","American Creek (Chilliwack) Chum",47142,"Chum",49.4329374796524,-121.436249223808,"INTERIOR FRASER<<BIN>>","IntFr","CM-9004",NA,"N","Fraser",1965,1991,283.142857142857,7,2,295,9,3,309.25,8,3,1,1,1
"114","American Creek (Chilliwack) Coho_CO-5","American Creek (Chilliwack) Coho",47140,"Coho",49.4329374796524,-121.436249223808,"FRASER CANYON","FRCany","CO-5",705,"N","Fraser",1958,1986,305.5,10,0,339.333333333333,3,0,347,4,0,1,2,2
"115","American Creek (Chilliwack) Pink_PKO-1","American Creek (Chilliwack) Pink",47141,"Pink",49.4329374796524,-121.436249223808,"FRASER RIVER","FR","PKO-1",710,"N","Fraser",1959,1991,276.7,10,2,290.125,8,3,307.875,8,3,1,1,1
"116","Amor De Cosmos Creek (Campbell River Area) Chinook Run 1_CK-29","Amor De Cosmos Creek (Campbell River Area) Chinook Run 1",52738,"Chinook",50.3570623271337,-125.685336310712,"EAST VANCOUVER ISLAND-NORTH_FA_0.x","NEVI","CK-29",327,"N","Vancouver Island & Mainland Inlets",1954,1987,263.615384615385,26,11,273.384615384615,26,10,285.5,26,10,1,1,1
"117","Amor De Cosmos Creek (Campbell River Area) Chum Run 1_CM-5","Amor De Cosmos Creek (Campbell River Area) Chum Run 1",52736,"Chum",50.3570623271337,-125.685336310712,"NORTHEAST VANCOUVER ISLAND","NEVI","CM-5",903,"N","Vancouver Island & Mainland Inlets",1953,2006,295.602564102564,39,22,308.628205128205,39,22,334.2,40,23,1,1,1
"118","Amor De Cosmos Creek (Campbell River Area) Chum Run 2_CM-5","Amor De Cosmos Creek (Campbell River Area) Chum Run 2",52737,"Chum",50.3570623271337,-125.685336310712,"NORTHEAST VANCOUVER ISLAND","NEVI","CM-5",903,"N","Vancouver Island & Mainland Inlets",2000,2000,330.5,1,1,330.5,1,1,350.5,1,1,3,3,3
"119","Amor De Cosmos Creek (Campbell River Area) Coho Run 1_CO-14","Amor De Cosmos Creek (Campbell River Area) Coho Run 1",52732,"Coho",50.3570623271337,-125.685336310712,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT-SOUTHERN FJORDS","EVI+SFj","CO-14",911,"Y","Vancouver Island & Mainland Inlets",1953,2006,282.378378378378,37,19,303.716216216216,37,19,322.432432432432,37,19,1,1,1
"120","Amor De Cosmos Creek (Campbell River Area) Pink Run 1_PKE-4","Amor De Cosmos Creek (Campbell River Area) Pink Run 1",52734,"Pink",50.3570623271337,-125.685336310712,"SOUTHERN FJORDS","SFj","PKE-4",920,"Y","Vancouver Island & Mainland Inlets",1954,2006,258.895833333333,24,14,278.541666666667,24,14,300.4,25,15,1,1,1
"121","Amor De Cosmos Creek (Campbell River Area) Pink Run 1_PKO-4","Amor De Cosmos Creek (Campbell River Area) Pink Run 1",52734,"Pink",50.3570623271337,-125.685336310712,"EAST VANCOUVER ISLAND-JOHNSTONE STRAIT","EVI+JStr","PKO-4",923,"N","Vancouver Island & Mainland Inlets",1959,1995,254.833333333333,9,6,270.166666666667,9,6,287.388888888889,9,6,2,2,2
"122","Amor De Cosmos Creek (Campbell River Area) Sockeye Run 1_SER-08","Amor De Cosmos Creek (Campbell River Area) Sockeye Run 1",52730,"Sockeye",50.3570623271337,-125.685336310712,"EAST VANCOUVER ISLAND AND GEORGIA STRAIT","EVI-GStr","SER-08",973,"N","Vancouver Island & Mainland Inlets",1976,1997,288.333333333333,3,0,288.25,4,1,288.333333333333,3,0,2,2,2
"123","Andalas Creek (Terrace) Coho_CO-32","Andalas Creek (Terrace) Coho",47696,"Coho",54.3494374450937,-128.591911915366,"LOWER SKEENA","LSKNA","CO-32",202,"N","Skeena",1953,1994,298.914285714286,35,33,315.096774193548,31,29,337.5,30,27,2,2,2
"124","Andalas Creek (Terrace) Sockeye_SEL-20-07","Andalas Creek (Terrace) Sockeye",47695,"Sockeye",54.3494374450937,-128.591911915366,"LAKELSE","Lakelse","SEL-20-07",177,"N","Skeena",1967,1992,234.388888888889,18,16,248.315789473684,19,17,263.631578947368,19,17,2,2,2
"125","Anderson Creek (Kitimat-Butedale) Chinook_CK-42","Anderson Creek (Kitimat-Butedale) Chinook",52399,"Chinook",54.0151181797292,-128.682019811456,"NORTH AND CENTRAL COAST-EARLY TIMING","NCC-stream","CK-42",515,"N","Central Coast",2020,2020,NA,0,0,238.5,1,1,NA,0,0,3,3,3
"126","Anderson Creek (Kitimat-Butedale) Chum_CM-20","Anderson Creek (Kitimat-Butedale) Chum",52398,"Chum",54.0151181797292,-128.682019811456,"DOUGLAS-GARDNER","DOUG","CM-20",508,"N","Central Coast",1986,2021,225.85,10,8,233.363636363636,11,9,251.55,10,8,2,2,2
"127","Anderson Creek (Kitimat-Butedale) Coho_CO-29","Anderson Creek (Kitimat-Butedale) Coho",52396,"Coho",54.0151181797292,-128.682019811456,"DOUGLAS CHANNEL-KITIMAT ARM","DOUG","CO-29",522,"N","Central Coast",1986,2022,287,24,23,300.416666666667,24,23,325.083333333333,24,23,2,2,2
"128","Anderson Creek (Kitimat-Butedale) Pink_PKE-6","Anderson Creek (Kitimat-Butedale) Pink",52397,"Pink",54.0151181797292,-128.682019811456,"HECATE STRAIT-FJORDS","HStr-Fj","PKE-6",609,"N","Central Coast",1986,2022,228.791666666667,12,9,241.708333333333,12,9,266.181818181818,11,8,2,2,2
"129","Anderson Creek (Kitimat-Butedale) Pink_PKO-13","Anderson Creek (Kitimat-Butedale) Pink",52397,"Pink",54.0151181797292,-128.682019811456,"HECATE STRAIT-FJORDS","HStr-Fj","PKO-13",612,"N","Central Coast",1985,2022,226,13,13,241.692307692308,13,13,268.846153846154,13,13,3,3,3
"130","Anderson Creek (Kitimat-Butedale) Sockeye_SER-16","Anderson Creek (Kitimat-Butedale) Sockeye",52395,"Sockeye",54.0151181797292,-128.682019811456,"NORTHERN COASTAL FJORDS","NCFj","SER-16",614,"N","Central Coast",2005,2021,261.25,4,4,265.333333333333,6,6,281.833333333333,3,3,3,3,3
"131","Anderson Creek Chum_CM-4","Anderson Creek Chum",136,"Chum",49.6404758319326,-123.987583453276,"GEORGIA STRAIT","GStr-SFj","CM-4",904,"N","Vancouver Island & Mainland Inlets",2003,2004,NA,0,0,305.75,2,2,343.75,2,2,3,3,3
"132","Anderson Creek Coho_CO-11","Anderson Creek Coho",138,"Coho",49.6404758319326,-123.987583453276,"GEORGIA STRAIT MAINLAND","SC+GStr","CO-11",908,"N","Vancouver Island & Mainland Inlets",2003,2003,NA,0,0,324.5,1,1,347.5,1,1,3,3,3
"133","Anderson Lake Shore Spawners (Mid Fraser/Thompson) Early Summer Sockeye_SEL-06-01","Anderson Lake Shore Spawners (Mid Fraser/Thompson) Early Summer Sockeye",7727,"Sockeye",50.5486066840962,-122.468484451048,"ANDERSON/SETON-EARLY SUMMER TIMING","Anderson/Seton-ES","SEL-06-01",719,NA,"Fraser",2014,2014,NA,0,0,264,1,1,NA,0,0,3,3,3
"134","Anderson River (Chilliwack) Chum_CM-9004","Anderson River (Chilliwack) Chum",47155,"Chum",49.8418066518158,-121.435165240814,"INTERIOR FRASER<<BIN>>","IntFr","CM-9004",NA,"N","Fraser",1983,1986,288.5,2,0,287.333333333333,3,1,293.5,4,2,2,2,2
"135","Anderson River (Chilliwack) Coho_CO-5","Anderson River (Chilliwack) Coho",47153,"Coho",49.8418066518158,-121.435165240814,"FRASER CANYON","FRCany","CO-5",705,"N","Fraser",1966,1984,287,3,0,301,3,0,314,3,0,2,2,2
"136","Anderson River (Chilliwack) Pink_PKO-1","Anderson River (Chilliwack) Pink",47154,"Pink",49.8418066518158,-121.435165240814,"FRASER RIVER","FR","PKO-1",710,"N","Fraser",1957,1991,264.6,5,2,281.166666666667,6,3,297.6,5,3,2,2,2
"137","Andesite Creek (Terrace) Chum_CM-27","Andesite Creek (Terrace) Chum",48567,"Chum",54.3790708614952,-129.125624780744,"LOWER SKEENA","LSK","CM-27",211,"N","Skeena",1966,2016,233.857142857143,35,34,252.1,35,32,267.676470588235,34,28,2,2,1
"138","Andesite Creek (Terrace) Coho_CO-32","Andesite Creek (Terrace) Coho",48565,"Coho",54.3790708614952,-129.125624780744,"LOWER SKEENA","LSKNA","CO-32",202,"N","Skeena",2005,2014,NA,0,0,NA,0,0,NA,0,0,3,3,3
"139","Andesite Creek (Terrace) Pink_PKE-7","Andesite Creek (Terrace) Pink",48566,"Pink",54.3790708614952,-129.125624780744,"NASS-SKEENA ESTUARY","NSKEst","PKE-7",219,"Y","Skeena",1966,2016,232.852941176471,17,16,247.9375,16,13,261.794117647059,17,13,2,2,2
"140","Andesite Creek (Terrace) Pink_PKO-15","Andesite Creek (Terrace) Pink",48566,"Pink",54.3790708614952,-129.125624780744,"LOWER SKEENA","LSK","PKO-15",209,"N","Skeena",1971,2015,235.09375,16,16,249.96875,16,15,260.8,15,13,3,2,2
"141","Angler Cove Creek (Kitimat-Butedale) Chum_CM-20","Angler Cove Creek (Kitimat-Butedale) Chum",50248,"Chum",53.3170461913762,-128.883592058261,"DOUGLAS-GARDNER","DOUG","CM-20",508,"N","Central Coast",1953,2022,247.706896551724,29,28,262.982142857143,28,24,272.660714285714,28,19,2,2,1
"142","Angler Cove Creek (Kitimat-Butedale) Coho_CO-30","Angler Cove Creek (Kitimat-Butedale) Coho",50246,"Coho",53.3170461913762,-128.883592058261,"NORTHERN COASTAL STREAMS","NCS","CO-30",523,"N","Central Coast",1990,2013,301,1,1,NA,0,0,NA,0,0,3,3,3
"143","Angler Cove Creek (Kitimat-Butedale) Pink_PKE-6","Angler Cove Creek (Kitimat-Butedale) Pink",50247,"Pink",53.3170461913762,-128.883592058261,"HECATE STRAIT-FJORDS","HStr-Fj","PKE-6",609,"N","Central Coast",1954,2022,241.566666666667,15,13,258.775,20,16,269.3125,16,11,2,2,1
"144","Angler Cove Creek (Kitimat-Butedale) Pink_PKO-13","Angler Cove Creek (Kitimat-Butedale) Pink",50247,"Pink",53.3170461913762,-128.883592058261,"HECATE STRAIT-FJORDS","HStr-Fj","PKO-13",612,"N","Central Coast",1953,2022,244.2,20,19,257.117647058824,17,16,268.588235294118,17,12,2,2,1
"145","Angler Cove Creek (Kitimat-Butedale) Sockeye_SER-16","Angler Cove Creek (Kitimat-Butedale) Sockeye",50245,"Sockeye",53.3170461913762,-128.883592058261,"NORTHERN COASTAL FJORDS","NCFj","SER-16",614,"N","Central Coast",2013,2013,NA,0,0,NA,0,0,NA,0,0,3,3,3
"146","Angora Creek (Tofino) Sockeye Run 1_SEL-13-14","Angora Creek (Tofino) Sockeye Run 1",52180,"Sockeye",49.0904644828753,-125.517800966866,"KENNEDY","Kennedy","SEL-13-14",958,"N","Vancouver Island & Mainland Inlets",1997,1997,278.5,1,1,288.5,1,1,309.5,1,1,3,3,3
"147","Angora Creek Coho_CO-18","Angora Creek Coho",52182,"Coho",49.0904644828753,-125.517800966866,"CLAYOQUOT","CLAY","CO-18",915,"N","Vancouver Island & Mainland Inlets",1986,2001,298,4,4,312.25,4,4,316.75,2,2,3,3,3
"148","Angus Creek (Pender Harbour) Chinook Run 1_CK-20","Angus Creek (Pender Harbour) Chinook Run 1",48792,"Chinook",49.5071128895769,-123.756596619402,"SOUTHERN MAINLAND-GEORGIA STRAIT_FA_0.x","SMn-GStr","CK-20",320,"N","Vancouver Island & Mainland Inlets",1984,1986,284,1,1,302.5,2,2,335,1,1,3,3,3
"149","Angus Creek Chum_CM-4","Angus Creek Chum",48790,"Chum",49.5071128895769,-123.756596619402,"GEORGIA STRAIT","GStr-SFj","CM-4",904,"N","Vancouver Island & Mainland Inlets",1953,2004,280.117647058824,34,12,300.385714285714,35,11,323.71052631579,38,12,1,1,1
"150","Angus Creek Coho_CO-11","Angus Creek Coho",48786,"Coho",49.5071128895769,-123.756596619402,"GEORGIA STRAIT MAINLAND","SC+GStr","CO-11",908,"N","Vancouver Island & Mainland Inlets",1953,2004,277.521739130435,23,6,300.238095238095,21,4,328.833333333333,24,7,1,1,1
"151","Angus Creek Pink_PKO-3","Angus Creek Pink",48788,"Pink",49.5071128895769,-123.756596619402,"GEORGIA STRAIT","GStr","PKO-3",922,"N","Vancouver Island & Mainland Inlets",1955,2003,264.5,2,1,268.666666666667,3,2,282,2,1,2,2,2
"152","Ankwill Creek (Prince George) Early Stuart Sockeye_SEL-06-14","Ankwill Creek (Prince George) Early Stuart Sockeye",45596,"Sockeye",55.6576193363956,-126.190560274071,"TAKLA/TREMBLEUR-EARLY STUART TIMING","Takla/Trembleur-ESTU","SEL-06-14",732,"Y","Fraser",1941,2018,217.5,2,2,221.223214285714,56,44,232.5,2,1,3,1,2
"153","Anliyen Creek (Upper Nass) Coho_CO-35","Anliyen Creek (Upper Nass) Coho",48190,"Coho",55.0338179974093,-129.573023398163,"LOWER NASS","LNASS","CO-35",408,"N","Nass",1976,1985,281.3,10,6,292.4,10,4,328.3,10,4,2,1,1
"154","Anna Inlet Creek (Sandspit) Chum_CM-21","Anna Inlet Creek (Sandspit) Chum",42908,"Chum",52.7037911951216,-131.848480155732,"EAST HG","EHG","CM-21",801,"Y","Haida Gwaii",1974,2016,271.177419354839,31,24,288.112903225806,31,24,302.203125,32,25,1,1,1
"155","Anna Inlet Creek (Sandspit) Coho_CO-23","Anna Inlet Creek (Sandspit) Coho",42906,"Coho",52.7037911951216,-131.848480155732,"HG-EAST","EHG","CO-23",807,"N","Haida Gwaii",1977,1995,261.833333333333,6,5,283.5,6,5,306,6,5,2,2,2
"156","Anna Inlet Creek (Sandspit) Pink_PKE-10","Anna Inlet Creek (Sandspit) Pink",42907,"Pink",52.7037911951216,-131.848480155732,"EAST HAIDA GWAII","EHG","PKE-10",811,"N","Haida Gwaii",1974,2022,250.117647058824,17,14,264.388888888889,18,15,283.055555555556,18,15,2,2,2
"157","Anna Inlet Creek (Sandspit) Pink_PKO-9","Anna Inlet Creek (Sandspit) Pink",42907,"Pink",52.7037911951216,-131.848480155732,"EAST HAIDA GWAII","EHG","PKO-9",813,"N","Haida Gwaii",1985,2022,258.25,2,2,273.25,2,2,293.25,2,2,3,3,3
"158","Anna Inlet Creek (Sandspit) Sockeye_SER-13","Anna Inlet Creek (Sandspit) Sockeye",42905,"Sockeye",52.7037911951216,-131.848480155732,"EAST HAIDA GWAII","EHG","SER-13",816,"N","Haida Gwaii",1985,1985,NA,0,0,NA,0,0,NA,0,0,3,3,3
"159","Annie Creek Chum_CM-4","Annie Creek Chum",51376,"Chum",49.3876130761607,-124.588510214837,"GEORGIA STRAIT","GStr-SFj","CM-4",904,"N","Vancouver Island & Mainland Inlets",1994,1998,314.5,2,1,321.333333333333,3,2,339.5,2,1,2,2,2
"160","Annie Creek Coho_CO-13","Annie Creek Coho",51372,"Coho",49.3876130761607,-124.588510214837,"EAST VANCOUVER ISLAND-GEORGIA STRAIT","EVI+GStr","CO-13",910,"N","Vancouver Island & Mainland Inlets",1971,1994,319.75,12,3,334.1875,16,5,358.071428571429,14,4,1,1,1
"161","Ansedagan Creek (Upper Nass) Chum_CM-31","Ansedagan Creek (Upper Nass) Chum",48222,"Chum",55.1402406554356,-129.363042780609,"LOWER NASS","LNASS","CM-31",405,"N","Nass",1966,1980,235.333333333333,6,1,254.5,6,1,266.5,6,0,1,1,1
"162","Ansedagan Creek (Upper Nass) Coho_CO-35","Ansedagan Creek (Upper Nass) Coho",48220,"Coho",55.1402406554356,-129.363042780609,"LOWER NASS","LNASS","CO-35",408,"Y","Nass",1965,2022,281.392857142857,28,10,295.016129032258,31,11,314.75,28,9,1,1,1
"163","Ansedagan Creek (Upper Nass) Pink_PKE-7","Ansedagan Creek (Upper Nass) Pink",48221,"Pink",55.1402406554356,-129.363042780609,"NASS-SKEENA ESTUARY","NSKEst","PKE-7",219,"N","Skeena",1966,1992,230.769230769231,13,3,241.615384615385,13,3,258.153846153846,13,2,1,1,1
"164","Ansedagan Creek (Upper Nass) Pink_PKO-17","Ansedagan Creek (Upper Nass) Pink",48221,"Pink",55.1402406554356,-129.363042780609,"NASS-PORTLAND-OBSERVATORY","NR-PORT-OBS","PKO-17",414,"N","Nass",1965,1993,231.357142857143,14,7,240.428571428571,14,7,257.285714285714,14,7,1,1,1
"165","Anstey River (Salmon Arm) Coho_CO-8","Anstey River (Salmon Arm) Coho",46350,"Coho",51.1312035790585,-118.899376478969,"SOUTH THOMPSON","STHOM","CO-8",708,"Y","Fraser",1997,2011,313.666666666667,3,3,314.5,4,4,350,2,2,3,3,3
"166","Anstey River (Salmon Arm) Early Summer Sockeye_SEL-09-02","Anstey River (Salmon Arm) Early Summer Sockeye",46348,"Sockeye",51.1312035790585,-118.899376478969,"SHUSWAP COMPLEX-EARLY SUMMER TIMING","Shuswap-ES","SEL-09-02",738,"N","Fraser",1954,2022,285.666666666667,3,3,251.683673469388,49,39,322.333333333333,3,2,3,1,2
